cust_id,customer_name,total_sales,perc_rank,customer_category
Cust_1151,"EMILY PHAN",97011,0,Gold
Cust_942,"DENNIS KANE",75968,0.0005461496450027307,Gold
Cust_1007,"JOHN LUCAS",72332,0.0010922992900054614,Gold
Cust_1799,"RAYMOND BOOK",70427,0.0016384489350081922,Gold
Cust_1421,"LIZ MACKENDRICK",67285,0.002184598580010923,Gold
Cust_932,"JASPER CACIOPPO",61350,0.002730748225013654,Gold
Cust_1194,"ROY SKARIA",55693,0.0032768978700163844,Gold
Cust_997,"ALEJANDRO GROVE",54686,0.0038230475150191155,Gold
Cust_466,"RITSA HIGHTOWER",54630,0.004369197160021846,Gold
Cust_63,"GRANT CARROLL",54369,0.004915346805024577,Gold
Cust_1746,"BECKY PAK",50378,0.005461496450027308,Gold
Cust_138,"JACK LEBRON",49453,0.006007646095030038,Gold
Cust_783,"BARRY GONZALEZ",49292,0.006553795740032769,Gold
Cust_937,"JOHN STEVENSON",48661,0.0070999453850355,Gold
Cust_42,"SYLVIA FOULSTON",48176,0.007646095030038231,Gold
Cust_1571,"KAREN CARLISLE",47446,0.008192244675040962,Gold
Cust_1401,"MUHAMMED YEDWAB",47250,0.008738394320043691,Gold
Cust_1793,"RUBEN DARTT",46399,0.009284543965046422,Gold
Cust_1748,"CLYTIE KELTY",46147,0.009830693610049153,Gold
Cust_1803,"TONJA TURNELL",45789,0.010376843255051884,Gold
Cust_1310,"NICK CREBASSA",45458,0.010922992900054615,Gold
Cust_1812,"CHRISTINE ABELMAN",45019,0.011469142545057346,Gold
Cust_934,"LOGAN HAUSHALTER",45000,0.012015292190060076,Gold
Cust_572,"LENA CREIGHTON",44980,0.012561441835062807,Gold
Cust_1445,"ED BRAXTON",43678,0.013107591480065538,Gold
Cust_1729,"MITCH GASTINEAU",43257,0.013653741125068269,Gold
Cust_595,"VICTORIA WILSON",42961,0.014199890770071,Gold
Cust_1162,"STEVE CHAPMAN",42873,0.01474604041507373,Gold
Cust_1797,"CLAY CHEATHAM",42255,0.015292190060076462,Gold
Cust_798,"HELEN WASSERMAN",41940,0.015838339705079193,Gold
Cust_1351,"CRAIG CARREIRA",41343,0.016384489350081924,Gold
Cust_223,"LISA DECHERNEY",41189,0.016930638995084655,Gold
Cust_139,"ERICA BERN",40492,0.017476788640087382,Gold
Cust_186,"SANJIT CHAND",40354,0.018022938285090113,Gold
Cust_1143,"NATHAN MAUTZ",40135,0.018569087930092845,Gold
Cust_1796,"ROY PHAN",39601,0.019115237575095576,Gold
Cust_492,"EDWARD NAZZAL",39539,0.019661387220098307,Gold
Cust_1769,"CARI SAYRE",39366,0.020207536865101038,Gold
Cust_198,"SETH VERNON",38978,0.02075368651010377,Gold
Cust_1731,"MATTHEW GRINSTEIN",38699,0.0212998361551065,Gold
Cust_231,"LELA DONOVAN",38012,0.02184598580010923,Gold
Cust_962,"JUSTIN MACKENDRICK",37676,0.02239213544511196,Gold
Cust_1329,"JONATHAN DOHERTY",37345,0.022938285090114693,Gold
Cust_424,"LYCORIS SAUNDERS",36258,0.023484434735117424,Gold
Cust_234,"CHRISTOPHER MARTINEZ",35938,0.02403058438012015,Gold
Cust_995,"HAROLD RYAN",35884,0.024576734025122882,Gold
Cust_1307,"ANDY REITER",35781,0.025122883670125613,Gold
Cust_487,"ERIN CREIGHTON",35725,0.025669033315128344,Gold
Cust_1750,"BROOKE GILLINGHAM",35679,0.026215182960131075,Gold
Cust_483,"PHILIP BROWN",35566,0.026761332605133806,Gold
Cust_924,"JULIA BARNETT",35455,0.027307482250136537,Gold
Cust_1140,"PATRICK JONES",35186,0.02785363189513927,Gold
Cust_1813,"ERICA SMITH",35110,0.028399781540142,Gold
Cust_561,"CARI MACINTYRE",34652,0.02894593118514473,Gold
Cust_1233,"MICHAEL OAKMAN",34398,0.02949208083014746,Gold
Cust_302,"SALLY MATTHIAS",34148,0.030038230475150193,Gold
Cust_1762,"VALERIE TAKAHITO",33895,0.030584380120152924,Gold
Cust_1281,"PETER FULLER",33549,0.03113052976515565,Gold
Cust_1538,"DARREN BUDD",33509,0.031676679410158386,Gold
Cust_1680,"ANTHONY RAWLES",33419,0.03222282905516111,Gold
Cust_1698,"TAMARA MANNING",33140,0.03276897870016385,Gold
Cust_1287,"MICHELLE MORAY",33055,0.033315128345166575,Gold
Cust_61,"JIM RADFORD",32573,0.03386127799016931,Gold
Cust_1400,"JIM EPP",32332,0.03440742763517204,Gold
Cust_586,"MICHELLE ELLISON",32127,0.034953577280174765,Gold
Cust_365,"PARHENA NORRIS",31794,0.0354997269251775,Gold
Cust_444,"BILL DONATELLI",31710,0.03604587657018023,Gold
Cust_247,"TONY CHAPMAN",31640,0.03659202621518296,Gold
Cust_214,"SONIA SUNLEY",31368,0.03713817586018569,Gold
Cust_92,"JULIA WEST",31154,0.037684325505188423,Gold
Cust_1334,"MAXWELL SCHWARTZ",30929,0.03823047515019115,Gold
Cust_1771,"FRANK MERWIN",30790,0.038776624795193886,Gold
Cust_1260,"MITCH WILLINGHAM",30526,0.03932277444019661,Gold
Cust_540,"MAGDELENE MORSE",30413,0.03986892408519935,Gold
Cust_796,"GREG TRAN",30119,0.040415073730202075,Gold
Cust_501,"JAMES LANIER",29847,0.0409612233752048,Gold
Cust_1045,"MAX JONES",29811,0.04150737302020754,Gold
Cust_1170,"DEBORAH BRUMFIELD",29624,0.042053522665210265,Gold
Cust_939,"BEN WALLACE",29600,0.042599672310213,Gold
Cust_1432,"DEAN PERCER",29394,0.04314582195521573,Gold
Cust_725,"DEBORAH BRUMFIELD",29138,0.04369197160021846,Gold
Cust_1244,"JULIE KRIZ",29125,0.04423812124522119,Gold
Cust_1592,"BARRY WEIRICH",29023,0.04478427089022392,Gold
Cust_1005,"LIZ WILLINGHAM",28932,0.04533042053522665,Gold
Cust_145,"HILARY HOLDEN",28916,0.045876570180229385,Gold
Cust_1036,"ALEJANDRO GROVE",28876,0.04642271982523211,Gold
Cust_1465,"MAUREEN GASTINEAU",28726,0.04696886947023485,Gold
Cust_583,"SEAN MILLER",28271,0.047515019115237575,Gold
Cust_1029,"STEPHANIE ULPRIGHT",27899,0.0480611687602403,Gold
Cust_50,"JAMIE KUNITZ",27842,0.04860731840524304,Gold
Cust_1360,"LUKE SCHMIDT",27762,0.049153468050245765,Gold
Cust_486,"TAMARA DAHLEN",27294,0.0496996176952485,Gold
Cust_1163,"MARC CRIER",27268,0.05024576734025123,Gold
Cust_1206,"JILL STEVENSON",27256,0.05079191698525396,Gold
Cust_1072,"MARK COUSINS",27213,0.05133806663025669,Gold
Cust_1291,"CINDY SCHNELLING",26840,0.05188421627525942,Gold
Cust_1672,"MARIBETH DONA",26817,0.05243036592026215,Gold
Cust_1763,"RICK WILSON",26812,0.052976515565264885,Gold
Cust_250,"MARK COUSINS",26718,0.05352266521026761,Gold
Cust_315,"CHAD SIEVERT",26710,0.05406881485527035,Gold
Cust_732,"ELENI MCCRARY",26623,0.054614964500273075,Gold
Cust_1817,"FRANK HAWLEY",26618,0.0551611141452758,Gold
Cust_568,"NOEL STAAVOS",26616,0.05570726379027854,Gold
Cust_933,"ALAN HAINES",26585,0.056253413435281265,Gold
Cust_512,"DARREN BUDD",26540,0.056799563080284,Gold
Cust_1184,"LINDA SOUTHWORTH",26408,0.05734571272528673,Gold
Cust_1212,"EMILY DUCICH",26210,0.05789186237028946,Gold
Cust_458,"SANDRA GLASSCO",25909,0.05843801201529219,Gold
Cust_1675,"ART MILLER",25644,0.05898416166029492,Gold
Cust_800,"ROSS DEVINCENTIS",25584,0.05953031130529765,Gold
Cust_481,"PHILIP BROWN",25537,0.060076460950300385,Gold
Cust_666,"KARL BROWN",25373,0.06062261059530311,Gold
Cust_1320,"JUSTIN ELLISON",25264,0.06116876024030585,Gold
Cust_971,"MICHAEL CHEN",25142,0.061714909885308575,Gold
Cust_1378,"CHRISTINA ANDERSON",25136,0.0622610595303113,Gold
Cust_79,"DOROTHY WARDLE",25079,0.06280720917531403,Gold
Cust_1801,"STEPHANIE PHELPS",25072,0.06335335882031677,Gold
Cust_97,"CHARLES MCCROSSIN",25045,0.0638995084653195,Gold
Cust_944,"MATHEW REESE",25013,0.06444565811032223,Gold
Cust_840,"ELLIS BALLARD",24990,0.06499180775532495,Gold
Cust_67,"BETH THOMPSON",24971,0.0655379574003277,Gold
Cust_685,"NOEL STAAVOS",24968,0.06608410704533042,Gold
Cust_1371,"HAROLD DAHLEN",24793,0.06663025669033315,Gold
Cust_144,"HAROLD ENGLE",24762,0.06717640633533588,Gold
Cust_224,"ROY SKARIA",24739,0.06772255598033862,Gold
Cust_578,"OLVERA TOCH",24634,0.06826870562534135,Gold
Cust_1781,"EMILY GRADY",24582,0.06881485527034407,Gold
Cust_1144,"KAREN SEIO",24491,0.0693610049153468,Gold
Cust_1575,"JAY FINE",24460,0.06990715456034953,Gold
Cust_1008,"BILL OVERFELT",24272,0.07045330420535227,Gold
Cust_62,"CARLOS SOLTERO",24151,0.070999453850355,Gold
Cust_1181,"SUSAN MACKENDRICK",24130,0.07154560349535773,Gold
Cust_1392,"BROSINA HOFFMAN",24125,0.07209175314036045,Gold
Cust_1700,"JOHN MURRAY",24057,0.0726379027853632,Gold
Cust_1038,"JOHN CASTELL",24020,0.07318405243036592,Gold
Cust_1570,"COREY LOCK",24016,0.07373020207536865,Gold
Cust_232,"SHAHID SHARIARI",24015,0.07427635172037138,Gold
Cust_1414,"JOCASTA RUPERT",23971,0.07482250136537412,Gold
Cust_1780,"CRAIG LESLIE",23933,0.07536865101037685,Gold
Cust_1014,"MATT CONNELL",23881,0.07591480065537957,Gold
Cust_154,"CARLOS SOLTERO",23828,0.0764609503003823,Gold
Cust_1795,"TONY SAYRE",23782,0.07700709994538503,Gold
Cust_1693,"TIM BROCKMAN",23654,0.07755324959038777,Gold
Cust_305,"JACK O'BRIANT",23363,0.0780993992353905,Gold
Cust_1535,"PAUL VAN HUGH",23354,0.07864554888039323,Gold
Cust_1062,"JIM SINK",23349,0.07919169852539595,Gold
Cust_525,"DAN LAWERA",23104,0.0797378481703987,Gold
Cust_1027,"CATHY PRESCOTT",23090,0.08028399781540142,Gold
Cust_1758,"ADRIAN BARTON",23089,0.08083014746040415,Gold
Cust_1438,"CINDY CHAPMAN",23062,0.08137629710540688,Gold
Cust_1440,"BENJAMIN FARHAT",23001,0.0819224467504096,Gold
Cust_1016,"VIVEK GRADY",23001,0.0819224467504096,Gold
Cust_150,"FILIA MCADAMS",22985,0.08301474604041507,Gold
Cust_1264,"PATRICK RYAN",22965,0.0835608956854178,Gold
Cust_1437,"ED BRAXTON",22962,0.08410704533042053,Gold
Cust_992,"ARTHUR PRICHEP",22947,0.08465319497542327,Gold
Cust_1481,"CHARLES CRESTANI",22811,0.085199344620426,Gold
Cust_316,"MATT ABELMAN",22809,0.08574549426542873,Gold
Cust_1810,"ANDREW ROBERTS",22571,0.08629164391043145,Gold
Cust_1457,"BRAD THOMAS",22355,0.0868377935554342,Gold
Cust_66,"DOUG BICKFORD",22354,0.08738394320043692,Gold
Cust_189,"ROB HABERLIN",22329,0.08793009284543965,Gold
Cust_1274,"WILLIAM BROWN",22329,0.08793009284543965,Gold
Cust_1633,"JULIANA KROHN",22310,0.0890223921354451,Gold
Cust_1386,"CRAIG MOLINARI",22253,0.08956854178044785,Gold
Cust_1603,"ALAN SCHOENBERGER",22129,0.09011469142545057,Gold
Cust_469,"PAULINE CHAND",21911,0.0906608410704533,Gold
Cust_1193,"MICK CREBAGGA",21818,0.09120699071545603,Gold
Cust_1210,"GARY HWANG",21771,0.09175314036045877,Gold
Cust_1331,"JANET LEE",21422,0.0922992900054615,Gold
Cust_227,"ANTHONY O'DONNELL",21390,0.09284543965046423,Gold
Cust_1165,"DEBORAH BRUMFIELD",21306,0.09339158929546695,Gold
Cust_1258,"PETER FULLER",21167,0.0939377389404697,Gold
Cust_517,"EUGENE HILDEBRAND",21145,0.09448388858547242,Gold
Cust_1714,"LAUREL WORKMAN",21139,0.09503003823047515,Gold
Cust_237,"RALPH KENNEDY",21037,0.09557618787547788,Gold
Cust_852,"JANET MARTIN",20956,0.0961223375204806,Gold
Cust_428,"JULIE PRESCOTT",20917,0.09666848716548335,Gold
Cust_1730,"KATHARINE HARMS",20914,0.09721463681048607,Gold
Cust_239,"KHLOE MILLER",20813,0.0977607864554888,Gold
Cust_509,"NANCY LOMONACO",20752,0.09830693610049153,Gold
Cust_46,"GRANT CARROLL",20751,0.09885308574549427,Gold
Cust_1697,"ROGER DEMIR",20743,0.099399235390497,Gold
Cust_1241,"RICK BENSLEY",20704,0.09994538503549973,Gold
Cust_1642,"DAN CAMPBELL",20702,0.10049153468050245,Silver
Cust_1673,"FRED HARTON",20464,0.1010376843255052,Silver
Cust_1464,"LUKE FOSTER",20458,0.10158383397050792,Silver
Cust_1152,"ERIN MULL",20446,0.10212998361551065,Silver
Cust_445,"DUANE BENOIT",20368,0.10267613326051338,Silver
Cust_1168,"JOHN LEE",20351,0.1032222829055161,Silver
Cust_1692,"SUNG PAK",20346,0.10376843255051885,Silver
Cust_156,"ERICA BERN",20334,0.10431458219552157,Silver
Cust_85,"BRYAN MILLS",20323,0.1048607318405243,Silver
Cust_1195,"STEVEN WARD",20242,0.10540688148552703,Silver
Cust_999,"SALLY HUGHSBY",20163,0.10595303113052977,Silver
Cust_581,"TODD BOYES",20115,0.1064991807755325,Silver
Cust_245,"VICKY FREYMANN",20115,0.1064991807755325,Silver
Cust_938,"SHERI GORDON",20106,0.10759148006553795,Silver
Cust_1782,"LARRY TRON",20105,0.1081376297105407,Silver
Cust_1220,"DENNY JOY",20069,0.10868377935554342,Silver
Cust_1749,"ADAM SHILLINGSBURG",20060,0.10922992900054615,Silver
Cust_1474,"ADAM HART",20028,0.10977607864554888,Silver
Cust_555,"NARESJ PATEL",19964,0.1103222282905516,Silver
Cust_1804,"BRENDAN SWEED",19953,0.11086837793555435,Silver
Cust_368,"DANA KAYDOS",19877,0.11141452758055707,Silver
Cust_230,"MIKE VITTORINI",19832,0.1119606772255598,Silver
Cust_929,"CAROLINE JUMPER",19831,0.11250682687056253,Silver
Cust_1306,"SUZANNE MCNAIR",19718,0.11305297651556527,Silver
Cust_57,"EDWARD HOOKS",19597,0.113599126160568,Silver
Cust_548,"MIKE CAUDLE",19581,0.11414527580557073,Silver
Cust_994,"JIM KRIZ",19534,0.11469142545057345,Silver
Cust_212,"BARBARA FISHER",19473,0.1152375750955762,Silver
Cust_750,"BILL TYLER",19469,0.11578372474057892,Silver
Cust_467,"JONI BLUMSTEIN",19447,0.11632987438558165,Silver
Cust_519,"MELANIE PAGE",19415,0.11687602403058438,Silver
Cust_1337,"DENISE MONTON",19408,0.1174221736755871,Silver
Cust_1282,"NEOMA MURRAY",19406,0.11796832332058985,Silver
Cust_209,"ALEX AVILA",19106,0.11851447296559257,Silver
Cust_1263,"KEN HEIDEL",19040,0.1190606226105953,Silver
Cust_1190,"TRACY ZIC",19019,0.11960677225559803,Silver
Cust_266,"CHUCK CLARK",18960,0.12015292190060077,Silver
Cust_1436,"DARIO MEDINA",18937,0.1206990715456035,Silver
Cust_431,"MEG O'CONNEL",18937,0.1206990715456035,Silver
Cust_801,"JASON KLAMCZYNSKI",18911,0.12179137083560895,Silver
Cust_188,"JUSTIN KNIGHT",18807,0.1223375204806117,Silver
Cust_991,"STUART CALHOUN",18746,0.12288367012561442,Silver
Cust_576,"MICHAEL DOMINGUEZ",18671,0.12342981977061715,Silver
Cust_336,"MATT ABELMAN",18652,0.12397596941561988,Silver
Cust_1303,"NEIL FRENCH",18630,0.1245221190606226,Silver
Cust_1696,"RESI POLKING",18599,0.12506826870562535,Silver
Cust_1483,"BRADLEY DRUCKER",18592,0.12561441835062806,Silver
Cust_503,"GARY ZANDUSKY",18544,0.1261605679956308,Silver
Cust_591,"MARIA ZETTNER",18413,0.12670671764063354,Silver
Cust_1317,"CARL WEISS",18410,0.12725286728563626,Silver
Cust_496,"ED LUDWIG",18368,0.127799016930639,Silver
Cust_400,"MARY ZEWE",18360,0.12834516657564174,Silver
Cust_1683,"EVA JACOBS",18345,0.12889131622064445,Silver
Cust_551,"CYNTHIA ARNTZEN",18327,0.1294374658656472,Silver
Cust_454,"LISA DECHERNEY",18196,0.1299836155106499,Silver
Cust_1429,"LAUREL ELLISTON",18149,0.13052976515565265,Silver
Cust_1442,"BRUCE DEGENHARDT",18140,0.1310759148006554,Silver
Cust_1268,"TOBY GRACE",18130,0.1316220644456581,Silver
Cust_1063,"STEVEN ROELLE",18041,0.13216821409066085,Silver
Cust_124,"HENRY GOLDWYN",18040,0.13271436373566356,Silver
Cust_1006,"XYLONA PRICE",18037,0.1332605133806663,Silver
Cust_478,"JAS O'CARROLL",18018,0.13380666302566904,Silver
Cust_1179,"SEAN BRAXTON",17969,0.13435281267067176,Silver
Cust_1137,"IONIA MCGRATH",17964,0.1348989623156745,Silver
Cust_1404,"JAMES GALANG",17933,0.13544511196067724,Silver
Cust_1048,"BARRY FRANZ",17875,0.13599126160567995,Silver
Cust_522,"PATRICK BZOSTEK",17861,0.1365374112506827,Silver
Cust_412,"GUY THORNTON",17757,0.1370835608956854,Silver
Cust_363,"BART WATTERS",17692,0.13762971054068815,Silver
Cust_1490,"TAMARA WILLINGHAM",17646,0.1381758601856909,Silver
Cust_1361,"KELLY ANDREADA",17625,0.1387220098306936,Silver
Cust_416,"CHRISTINA VANDERZANDEN",17609,0.13926815947569635,Silver
Cust_1604,"PATRICK BZOSTEK",17575,0.13981430912069906,Silver
Cust_1742,"SIBELLA PARKS",17558,0.1403604587657018,Silver
Cust_242,"RICARDO EMERSON",17544,0.14090660841070454,Silver
Cust_1645,"PAUL VAN HUGH",17485,0.14145275805570726,Silver
Cust_516,"DARREN BUDD",17468,0.14199890770071,Silver
Cust_1196,"TANJA NORVELL",17447,0.14254505734571274,Silver
Cust_49,"DOUG BICKFORD",17424,0.14309120699071545,Silver
Cust_482,"MICHAEL NGUYEN",17409,0.1436373566357182,Silver
Cust_1534,"DUANE NOONAN",17334,0.1441835062807209,Silver
Cust_88,"HEATHER KIRKLAND",17308,0.14472965592572365,Silver
